"year","month","day","time","City","temperature","weather_description","wind_speed","humidity","State","State_ini"
2017,5,4,17,"Denver",61.25,"sky is clear",2,25,"Colorado","CO"
2017,5,4,17,"Miami",84.65,"scattered clouds",3,58,"Florida","FL"
2017,5,4,17,"Jacksonville",83.61,"broken clouds",6,48,"Florida","FL"
2017,5,4,17,"Los Angeles",73.53,"haze",1,68,"California","CA"
2017,5,4,17,"San Francisco",66.34,"light intensity drizzle",5,72,"California","CA"
2017,5,4,17,"San Diego",71.6,"haze",2,64,"California","CA"
2017,5,4,18,"Denver",64.4,"few clouds",2,25,"Colorado","CO"
2017,5,4,18,"Miami",86.4,"scattered clouds",4,58,"Florida","FL"
2017,5,4,18,"Jacksonville",83.28,"light rain",6,45,"Florida","FL"
2017,5,4,18,"Los Angeles",77.68,"haze",2,44,"California","CA"
2017,5,4,18,"San Francisco",69.04,"few clouds",6,67,"California","CA"
2017,5,4,18,"San Diego",74.77,"few clouds",3,64,"California","CA"
2017,5,4,19,"Denver",66.2,"few clouds",4,25,"Colorado","CO"
2017,5,4,19,"Miami",86,"scattered clouds",5,58,"Florida","FL"
2017,5,4,19,"Jacksonville",83.89,"broken clouds",7,55,"Florida","FL"
2017,5,4,19,"Los Angeles",77.97,"haze",5,68,"California","CA"
2017,5,4,19,"San Francisco",72.77,"moderate rain",7,66,"California","CA"
2017,5,4,19,"San Diego",74.79,"few clouds",4,68,"California","CA"
2017,5,4,20,"Denver",68.61,"few clouds",4,25,"Colorado","CO"
2017,5,4,20,"Miami",86.4,"sky is clear",4,55,"Florida","FL"
2017,5,4,20,"Jacksonville",81.01,"proximity thunderstorm",12,74,"Florida","FL"
2017,5,4,20,"Los Angeles",79.5,"haze",4,64,"California","CA"
2017,5,4,20,"San Francisco",73.89,"mist",7,66,"California","CA"
2017,5,4,20,"San Diego",73.85,"few clouds",4,64,"California","CA"
2017,5,4,21,"Denver",69.8,"few clouds",5,24,"Colorado","CO"
2017,5,4,21,"Miami",86.58,"scattered clouds",4,58,"Florida","FL"
2017,5,4,21,"Jacksonville",75.85,"light rain",6,78,"Florida","FL"
2017,5,4,21,"Los Angeles",80.11,"haze",7,64,"California","CA"
2017,5,4,21,"San Francisco",74.17,"proximity thunderstorm with rain",11,63,"California","CA"
2017,5,4,21,"San Diego",72.05,"haze",2,73,"California","CA"
2017,5,4,22,"Denver",70,"sky is clear",1,19,"Colorado","CO"
2017,5,4,22,"Miami",86.58,"scattered clouds",6,58,"Florida","FL"
2017,5,4,22,"Jacksonville",73.72,"thunderstorm",8,88,"Florida","FL"
2017,5,4,22,"Los Angeles",79.5,"haze",6,68,"California","CA"
2017,5,4,22,"San Francisco",72.93,"light rain",7,70,"California","CA"
2017,5,4,22,"San Diego",71.04,"haze",4,68,"California","CA"
2017,5,4,23,"Denver",70.27,"sky is clear",3,21,"Colorado","CO"
2017,5,4,23,"Miami",83.53,"proximity thunderstorm",5,66,"Florida","FL"
2017,5,4,23,"Jacksonville",74.35,"haze",5,83,"Florida","FL"
2017,5,4,23,"Los Angeles",79.21,"few clouds",7,77,"California","CA"
2017,5,4,23,"San Francisco",72.25,"light rain",2,65,"California","CA"
2017,5,4,23,"San Diego",70.74,"haze",3,60,"California","CA"
2017,5,5,0,"Denver",70.57,"few clouds",3,41,"Colorado","CO"
2017,5,5,0,"Miami",78.17,"mist",3,55,"Florida","FL"
2017,5,5,0,"Jacksonville",74.89,"broken clouds",3,88,"Florida","FL"
2017,5,5,0,"Los Angeles",75.88,"sky is clear",6,72,"California","CA"
2017,5,5,0,"San Francisco",69.96,"scattered clouds",4,89,"California","CA"
2017,5,5,0,"San Diego",69.4,"haze",4,68,"California","CA"
2017,5,5,1,"Denver",69.04,"few clouds",3,41,"Colorado","CO"
2017,5,5,1,"Miami",77.14,"broken clouds",5,65,"Florida","FL"
2017,5,5,1,"Jacksonville",74.12,"broken clouds",3,88,"Florida","FL"
2017,5,5,1,"Los Angeles",71.01,"broken clouds",1,68,"California","CA"
2017,5,5,1,"San Francisco",68.43,"mist",9,72,"California","CA"
2017,5,5,1,"San Diego",67.46,"haze",3,72,"California","CA"
2017,5,5,2,"Denver",65.98,"few clouds",4,47,"Colorado","CO"
2017,5,5,2,"Miami",77.16,"broken clouds",5,65,"Florida","FL"
2017,5,5,2,"Jacksonville",74.1,"broken clouds",3,88,"Florida","FL"
2017,5,5,2,"Los Angeles",67.89,"haze",4,87,"California","CA"
2017,5,5,2,"San Francisco",64.08,"mist",9,82,"California","CA"
2017,5,5,2,"San Diego",65.3,"haze",3,72,"California","CA"
2017,5,5,3,"Denver",59.95,"few clouds",3,47,"Colorado","CO"
2017,5,5,3,"Miami",77.38,"scattered clouds",3,69,"Florida","FL"
2017,5,5,3,"Jacksonville",73.65,"sky is clear",4,78,"Florida","FL"
2017,5,5,3,"Los Angeles",64.65,"overcast clouds",4,82,"California","CA"
2017,5,5,3,"San Francisco",58.46,"light rain",7,87,"California","CA"
2017,5,5,3,"San Diego",63.43,"few clouds",2,77,"California","CA"
2017,5,5,4,"Denver",55.15,"few clouds",4,54,"Colorado","CO"
2017,5,5,4,"Miami",75.97,"broken clouds",2,78,"Florida","FL"
2017,5,5,4,"Jacksonville",73.11,"broken clouds",4,64,"Florida","FL"
2017,5,5,4,"Los Angeles",63.59,"overcast clouds",2,87,"California","CA"
2017,5,5,4,"San Francisco",56.37,"light rain",8,87,"California","CA"
2017,5,5,4,"San Diego",62.87,"broken clouds",2,77,"California","CA"
2017,5,5,5,"Denver",53.87,"sky is clear",2,44,"Colorado","CO"
2017,5,5,5,"Miami",77,"broken clouds",2,78,"Florida","FL"
2017,5,5,5,"Jacksonville",73.08,"thunderstorm",3,73,"Florida","FL"
2017,5,5,5,"Los Angeles",62.64,"overcast clouds",0,87,"California","CA"
2017,5,5,5,"San Francisco",55.85,"light rain",3,87,"California","CA"
2017,5,5,5,"San Diego",62.46,"scattered clouds",1,82,"California","CA"
2017,5,5,6,"Denver",51.22,"sky is clear",2,44,"Colorado","CO"
2017,5,5,6,"Miami",75.88,"scattered clouds",2,78,"Florida","FL"
2017,5,5,6,"Jacksonville",73.09,"overcast clouds",4,78,"Florida","FL"
2017,5,5,6,"Los Angeles",62.33,"overcast clouds",0,82,"California","CA"
2017,5,5,6,"San Francisco",55,"light rain",3,93,"California","CA"
2017,5,5,6,"San Diego",62.62,"few clouds",1,77,"California","CA"
2017,5,5,7,"Denver",50.22,"sky is clear",3,50,"Colorado","CO"
2017,5,5,7,"Miami",76.55,"few clouds",4,78,"Florida","FL"
2017,5,5,7,"Jacksonville",72.5,"overcast clouds",2,78,"Florida","FL"
2017,5,5,7,"Los Angeles",62.02,"broken clouds",0,93,"California","CA"
2017,5,5,7,"San Francisco",54.21,"mist",3,93,"California","CA"
2017,5,5,7,"San Diego",62.01,"sky is clear",1,77,"California","CA"
2017,5,5,8,"Denver",48.65,"sky is clear",4,46,"Colorado","CO"
2017,5,5,8,"Miami",76.53,"broken clouds",3,78,"Florida","FL"
2017,5,5,8,"Jacksonville",72.18,"light rain",5,83,"Florida","FL"
2017,5,5,8,"Los Angeles",61.27,"mist",2,87,"California","CA"
2017,5,5,8,"San Francisco",54.37,"mist",5,87,"California","CA"
2017,5,5,8,"San Diego",60.24,"mist",3,77,"California","CA"
2017,5,5,9,"Denver",48.18,"sky is clear",1,50,"Colorado","CO"
2017,5,5,9,"Miami",77.68,"broken clouds",3,78,"Florida","FL"
2017,5,5,9,"Jacksonville",69.55,"mist",6,88,"Florida","FL"
2017,5,5,9,"Los Angeles",60.08,"mist",3,93,"California","CA"
2017,5,5,9,"San Francisco",54.19,"mist",3,82,"California","CA"
2017,5,5,9,"San Diego",61.99,"mist",2,77,"California","CA"
2017,5,5,10,"Denver",46.65,"sky is clear",1,57,"Colorado","CO"
2017,5,5,10,"Miami",77.45,"broken clouds",4,78,"Florida","FL"
2017,5,5,10,"Jacksonville",68.32,"mist",3,100,"Florida","FL"
2017,5,5,10,"Los Angeles",59,"mist",0,87,"California","CA"
2017,5,5,10,"San Francisco",54.05,"mist",4,87,"California","CA"
2017,5,5,10,"San Diego",61.7,"mist",2,77,"California","CA"
2017,5,5,11,"Denver",45.64,"sky is clear",1,61,"Colorado","CO"
2017,5,5,11,"Miami",78.12,"broken clouds",3,78,"Florida","FL"
2017,5,5,11,"Jacksonville",65.12,"mist",10,88,"Florida","FL"
2017,5,5,11,"Los Angeles",59.14,"mist",0,93,"California","CA"
2017,5,5,11,"San Francisco",53.91,"mist",6,87,"California","CA"
2017,5,5,11,"San Diego",61.7,"mist",3,82,"California","CA"
2017,5,5,12,"Denver",44.85,"sky is clear",2,73,"Colorado","CO"
2017,5,5,12,"Miami",79,"overcast clouds",4,74,"Florida","FL"
2017,5,5,12,"Jacksonville",62.6,"haze",5,77,"Florida","FL"
2017,5,5,12,"Los Angeles",58.69,"haze",1,93,"California","CA"
2017,5,5,12,"San Francisco",53.6,"mist",7,87,"California","CA"
2017,5,5,12,"San Diego",61.39,"mist",2,82,"California","CA"
2017,5,5,13,"Denver",47.98,"sky is clear",2,70,"Colorado","CO"
2017,5,5,13,"Miami",78.98,"overcast clouds",4,74,"Florida","FL"
2017,5,5,13,"Jacksonville",62.24,"haze",5,77,"Florida","FL"
2017,5,5,13,"Los Angeles",58.55,"fog",0,87,"California","CA"
2017,5,5,13,"San Francisco",53.6,"mist",5,81,"California","CA"
2017,5,5,13,"San Diego",61.39,"mist",1,82,"California","CA"
2017,5,5,14,"Denver",54.9,"sky is clear",2,50,"Colorado","CO"
2017,5,5,14,"Miami",81.5,"overcast clouds",7,69,"Florida","FL"
2017,5,5,14,"Jacksonville",65.91,"few clouds",9,59,"Florida","FL"
2017,5,5,14,"Los Angeles",59.9,"mist",2,87,"California","CA"
2017,5,5,14,"San Francisco",53.74,"mist",6,81,"California","CA"
2017,5,5,14,"San Diego",61.56,"haze",2,82,"California","CA"
2017,5,5,15,"Denver",60.3,"sky is clear",1,36,"Colorado","CO"
2017,5,5,15,"Miami",79.02,"proximity thunderstorm",5,74,"Florida","FL"
2017,5,5,15,"Jacksonville",67.91,"few clouds",10,46,"Florida","FL"
2017,5,5,15,"Los Angeles",60.03,"mist",2,77,"California","CA"
2017,5,5,15,"San Francisco",55.4,"mist",8,76,"California","CA"
2017,5,5,15,"San Diego",62.29,"haze",1,82,"California","CA"
2017,5,5,16,"Denver",64.09,"few clouds",1,31,"Colorado","CO"
2017,5,5,16,"Miami",73.4,"mist",5,88,"Florida","FL"
2017,5,5,16,"Jacksonville",70.7,"few clouds",10,37,"Florida","FL"
2017,5,5,16,"Los Angeles",62.24,"mist",2,72,"California","CA"
2017,5,5,16,"San Francisco",56.93,"mist",8,76,"California","CA"
2017,5,5,16,"San Diego",62.6,"mist",3,82,"California","CA"
2017,5,5,17,"Denver",68.52,"few clouds",2,36,"Colorado","CO"
2017,5,5,17,"Miami",74.41,"proximity thunderstorm",2,83,"Florida","FL"
2017,5,5,17,"Jacksonville",72.68,"few clouds",10,33,"Florida","FL"
2017,5,5,17,"Los Angeles",64.06,"mist",2,87,"California","CA"
2017,5,5,17,"San Francisco",59.43,"light rain",10,67,"California","CA"
2017,5,5,17,"San Diego",62.74,"haze",2,77,"California","CA"
2017,5,5,18,"Denver",72.12,"few clouds",1,22,"Colorado","CO"
2017,5,5,18,"Miami",74.41,"proximity thunderstorm",2,83,"Florida","FL"
2017,5,5,18,"Jacksonville",73,"sky is clear",10,31,"Florida","FL"
2017,5,5,18,"Los Angeles",65.5,"mist",2,72,"California","CA"
2017,5,5,18,"San Francisco",62.06,"light rain",13,63,"California","CA"
2017,5,5,18,"San Diego",64.26,"haze",3,77,"California","CA"
2017,5,5,19,"Denver",74.68,"few clouds",2,43,"Colorado","CO"
2017,5,5,19,"Miami",80.8,"broken clouds",6,69,"Florida","FL"
2017,5,5,19,"Jacksonville",73.71,"scattered clouds",12,33,"Florida","FL"
2017,5,5,19,"Los Angeles",67.53,"haze",1,77,"California","CA"
2017,5,5,19,"San Francisco",66.07,"moderate rain",11,63,"California","CA"
2017,5,5,19,"San Diego",64.26,"mist",3,77,"California","CA"
2017,5,5,20,"Denver",76.23,"few clouds",2,35,"Colorado","CO"
2017,5,5,20,"Miami",82.76,"scattered clouds",7,62,"Florida","FL"
2017,5,5,20,"Jacksonville",73.67,"broken clouds",10,35,"Florida","FL"
2017,5,5,20,"Los Angeles",69.21,"haze",1,72,"California","CA"
2017,5,5,20,"San Francisco",66.49,"moderate rain",14,63,"California","CA"
2017,5,5,20,"San Diego",64.71,"overcast clouds",2,77,"California","CA"
2017,5,5,21,"Denver",77.77,"few clouds",4,16,"Colorado","CO"
2017,5,5,21,"Miami",84.2,"broken clouds",7,66,"Florida","FL"
2017,5,5,21,"Jacksonville",74.12,"scattered clouds",9,31,"Florida","FL"
2017,5,5,21,"Los Angeles",70.9,"haze",4,63,"California","CA"
2017,5,5,21,"San Francisco",68.76,"haze",14,59,"California","CA"
2017,5,5,21,"San Diego",64.71,"mist",3,77,"California","CA"
2017,5,5,22,"Denver",77.77,"few clouds",1,16,"Colorado","CO"
2017,5,5,22,"Miami",85.32,"overcast clouds",6,55,"Florida","FL"
2017,5,5,22,"Jacksonville",73.09,"broken clouds",8,35,"Florida","FL"
2017,5,5,22,"Los Angeles",70.66,"haze",5,68,"California","CA"
2017,5,5,22,"San Francisco",66.81,"haze",12,59,"California","CA"
2017,5,5,22,"San Diego",64.71,"mist",4,77,"California","CA"
2017,5,5,23,"Denver",78.03,"few clouds",3,17,"Colorado","CO"
2017,5,5,23,"Miami",83.52,"broken clouds",6,58,"Florida","FL"
2017,5,5,23,"Jacksonville",71.98,"overcast clouds",5,40,"Florida","FL"
2017,5,5,23,"Los Angeles",70.41,"haze",4,72,"California","CA"
2017,5,5,23,"San Francisco",66.34,"light rain",12,55,"California","CA"
2017,5,5,23,"San Diego",64.27,"mist",2,77,"California","CA"
2017,5,6,0,"Denver",77,"few clouds",2,18,"Colorado","CO"
2017,5,6,0,"Miami",78.6,"broken clouds",5,61,"Florida","FL"
2017,5,6,0,"Jacksonville",68.31,"broken clouds",5,46,"Florida","FL"
2017,5,6,0,"Los Angeles",69.94,"sky is clear",4,77,"California","CA"
2017,5,6,0,"San Francisco",63.77,"haze",13,62,"California","CA"
2017,5,6,0,"San Diego",64.4,"overcast clouds",3,77,"California","CA"
2017,5,6,1,"Denver",75.24,"few clouds",5,21,"Colorado","CO"
2017,5,6,1,"Miami",75.4,"broken clouds",4,65,"Florida","FL"
2017,5,6,1,"Jacksonville",66.81,"broken clouds",5,56,"Florida","FL"
2017,5,6,1,"Los Angeles",66.61,"sky is clear",4,77,"California","CA"
2017,5,6,1,"San Francisco",61.72,"haze",13,66,"California","CA"
2017,5,6,1,"San Diego",63.19,"overcast clouds",4,72,"California","CA"
2017,5,6,2,"Denver",73.11,"sky is clear",1,17,"Colorado","CO"
2017,5,6,2,"Miami",75.4,"broken clouds",4,65,"Florida","FL"
2017,5,6,2,"Jacksonville",66.79,"overcast clouds",4,56,"Florida","FL"
2017,5,6,2,"Los Angeles",66.11,"scattered clouds",2,77,"California","CA"
2017,5,6,2,"San Francisco",61.14,"haze",6,87,"California","CA"
2017,5,6,2,"San Diego",63.3,"overcast clouds",2,72,"California","CA"
2017,5,6,3,"Denver",65.95,"sky is clear",1,44,"Colorado","CO"
2017,5,6,3,"Miami",72.48,"broken clouds",6,69,"Florida","FL"
2017,5,6,3,"Jacksonville",66.16,"overcast clouds",3,60,"Florida","FL"
2017,5,6,3,"Los Angeles",61.7,"broken clouds",3,77,"California","CA"
2017,5,6,3,"San Francisco",56.48,"haze",11,71,"California","CA"
2017,5,6,3,"San Diego",62.29,"overcast clouds",2,72,"California","CA"
2017,5,6,4,"Denver",58.53,"sky is clear",5,36,"Colorado","CO"
2017,5,6,4,"Miami",70.09,"scattered clouds",2,60,"Florida","FL"
2017,5,6,4,"Jacksonville",64.4,"overcast clouds",5,55,"Florida","FL"
2017,5,6,4,"Los Angeles",60.94,"overcast clouds",2,77,"California","CA"
2017,5,6,4,"San Francisco",55.71,"haze",18,66,"California","CA"
2017,5,6,4,"San Diego",61.84,"light rain",3,77,"California","CA"
2017,5,6,5,"Denver",57.51,"sky is clear",2,50,"Colorado","CO"
2017,5,6,5,"Miami",69.28,"scattered clouds",2,60,"Florida","FL"
2017,5,6,5,"Jacksonville",63.82,"overcast clouds",5,55,"Florida","FL"
2017,5,6,5,"Los Angeles",60.66,"overcast clouds",2,77,"California","CA"
2017,5,6,5,"San Francisco",53.65,"haze",7,93,"California","CA"
2017,5,6,5,"San Diego",61.95,"light rain",2,72,"California","CA"
2017,5,6,6,"Denver",57.45,"sky is clear",2,29,"Colorado","CO"
2017,5,6,6,"Miami",67.98,"scattered clouds",2,64,"Florida","FL"
2017,5,6,6,"Jacksonville",62.02,"overcast clouds",4,59,"Florida","FL"
2017,5,6,6,"Los Angeles",60.35,"broken clouds",4,87,"California","CA"
2017,5,6,6,"San Francisco",52.74,"haze",7,93,"California","CA"
2017,5,6,6,"San Diego",61.72,"mist",3,72,"California","CA"
2017,5,6,7,"Denver",55.44,"sky is clear",2,46,"Colorado","CO"
2017,5,6,7,"Miami",66.7,"few clouds",2,64,"Florida","FL"
2017,5,6,7,"Jacksonville",60.24,"haze",5,76,"Florida","FL"
2017,5,6,7,"Los Angeles",60.8,"overcast clouds",2,82,"California","CA"
2017,5,6,7,"San Francisco",52.14,"haze",7,93,"California","CA"
2017,5,6,7,"San Diego",61.57,"overcast clouds",2,72,"California","CA"
2017,5,6,8,"Denver",54.68,"sky is clear",2,53,"Colorado","CO"
2017,5,6,8,"Miami",66.45,"few clouds",2,64,"Florida","FL"
2017,5,6,8,"Jacksonville",58.15,"scattered clouds",3,71,"Florida","FL"
2017,5,6,8,"Los Angeles",60.66,"overcast clouds",3,77,"California","CA"
2017,5,6,8,"San Francisco",51.69,"haze",8,93,"California","CA"
2017,5,6,8,"San Diego",61.57,"overcast clouds",2,72,"California","CA"
2017,5,6,9,"Denver",54.18,"sky is clear",2,46,"Colorado","CO"
2017,5,6,9,"Miami",67.21,"broken clouds",3,64,"Florida","FL"
2017,5,6,9,"Jacksonville",55.78,"haze",7,71,"Florida","FL"
2017,5,6,9,"Los Angeles",61.25,"overcast clouds",3,77,"California","CA"
2017,5,6,9,"San Francisco",50.49,"light rain",8,93,"California","CA"
2017,5,6,9,"San Diego",61.43,"overcast clouds",3,67,"California","CA"
2017,5,6,10,"Denver",51.33,"sky is clear",2,50,"Colorado","CO"
2017,5,6,10,"Miami",68.29,"broken clouds",2,68,"Florida","FL"
2017,5,6,10,"Jacksonville",54.23,"sky is clear",3,81,"Florida","FL"
2017,5,6,10,"Los Angeles",60.64,"overcast clouds",4,77,"California","CA"
2017,5,6,10,"San Francisco",50.32,"light rain",8,93,"California","CA"
2017,5,6,10,"San Diego",61.11,"overcast clouds",2,67,"California","CA"
2017,5,6,11,"Denver",50.04,"sky is clear",2,65,"Colorado","CO"
2017,5,6,11,"Miami",67.23,"few clouds",2,64,"Florida","FL"
2017,5,6,11,"Jacksonville",53.94,"sky is clear",7,71,"Florida","FL"
2017,5,6,11,"Los Angeles",60.19,"overcast clouds",2,72,"California","CA"
2017,5,6,11,"San Francisco",49.87,"light rain",7,93,"California","CA"
2017,5,6,11,"San Diego",60.96,"overcast clouds",4,72,"California","CA"
2017,5,6,12,"Denver",50.49,"sky is clear",3,65,"Colorado","CO"
2017,5,6,12,"Miami",65.3,"few clouds",4,68,"Florida","FL"
2017,5,6,12,"Jacksonville",53.94,"sky is clear",7,71,"Florida","FL"
2017,5,6,12,"Los Angeles",59.88,"light intensity drizzle",1,72,"California","CA"
2017,5,6,12,"San Francisco",50,"haze",10,76,"California","CA"
2017,5,6,12,"San Diego",60.8,"overcast clouds",3,67,"California","CA"
2017,5,6,13,"Denver",48.54,"sky is clear",1,87,"Colorado","CO"
2017,5,6,13,"Miami",66.2,"few clouds",3,59,"Florida","FL"
2017,5,6,13,"Jacksonville",54.68,"few clouds",5,71,"Florida","FL"
2017,5,6,13,"Los Angeles",59.88,"light intensity drizzle",1,72,"California","CA"
2017,5,6,13,"San Francisco",50.32,"haze",7,76,"California","CA"
2017,5,6,13,"San Diego",60.82,"overcast clouds",2,72,"California","CA"
2017,5,6,14,"Denver",55.98,"sky is clear",1,66,"Colorado","CO"
2017,5,6,14,"Miami",69.12,"few clouds",6,46,"Florida","FL"
2017,5,6,14,"Jacksonville",58.21,"sky is clear",10,51,"Florida","FL"
2017,5,6,14,"Los Angeles",60.04,"light rain",1,72,"California","CA"
2017,5,6,14,"San Francisco",49.86,"haze",6,71,"California","CA"
2017,5,6,14,"San Diego",60.82,"overcast clouds",4,77,"California","CA"
2017,5,6,15,"Denver",65.91,"few clouds",4,30,"Colorado","CO"
2017,5,6,15,"Miami",71.15,"few clouds",5,43,"Florida","FL"
2017,5,6,15,"Jacksonville",62.26,"haze",6,55,"Florida","FL"
2017,5,6,15,"Los Angeles",60.28,"light rain",2,77,"California","CA"
2017,5,6,15,"San Francisco",52.9,"haze",9,66,"California","CA"
2017,5,6,15,"San Diego",60.51,"broken clouds",4,82,"California","CA"
2017,5,6,16,"Denver",68.32,"sky is clear",2,32,"Colorado","CO"
2017,5,6,16,"Miami",73.4,"sky is clear",7,43,"Florida","FL"
2017,5,6,16,"Jacksonville",65.88,"haze",6,45,"Florida","FL"
2017,5,6,16,"Los Angeles",60.91,"haze",3,67,"California","CA"
2017,5,6,16,"San Francisco",55.69,"haze",7,58,"California","CA"
2017,5,6,16,"San Diego",60.39,"haze",5,77,"California","CA"
2017,5,6,17,"Denver",75.74,"few clouds",1,23,"Colorado","CO"
2017,5,6,17,"Miami",77.25,"few clouds",4,41,"Florida","FL"
2017,5,6,17,"Jacksonville",70.7,"haze",8,26,"Florida","FL"
2017,5,6,17,"Los Angeles",60.8,"light rain",4,93,"California","CA"
2017,5,6,17,"San Francisco",58.03,"haze",5,50,"California","CA"
2017,5,6,17,"San Diego",59.97,"mist",3,87,"California","CA"
2017,5,6,18,"Denver",77.04,"sky is clear",1,32,"Colorado","CO"
2017,5,6,18,"Miami",77.27,"few clouds",4,41,"Florida","FL"
2017,5,6,18,"Jacksonville",70.92,"haze",6,35,"Florida","FL"
2017,5,6,18,"Los Angeles",61.02,"mist",1,63,"California","CA"
2017,5,6,18,"San Francisco",58.68,"haze",8,40,"California","CA"
2017,5,6,18,"San Diego",59.97,"mist",5,82,"California","CA"
2017,5,6,19,"Denver",80.85,"sky is clear",2,32,"Colorado","CO"
2017,5,6,19,"Miami",78.8,"sky is clear",5,39,"Florida","FL"
2017,5,6,19,"Jacksonville",73.06,"haze",7,22,"Florida","FL"
2017,5,6,19,"Los Angeles",61.81,"mist",3,68,"California","CA"
2017,5,6,19,"San Francisco",62.24,"haze",8,37,"California","CA"
2017,5,6,19,"San Diego",62.76,"overcast clouds",2,67,"California","CA"
2017,5,6,20,"Denver",83.91,"sky is clear",3,10,"Colorado","CO"
2017,5,6,20,"Miami",80.06,"few clouds",3,36,"Florida","FL"
2017,5,6,20,"Jacksonville",75.47,"haze",6,27,"Florida","FL"
2017,5,6,20,"Los Angeles",62.11,"mist",3,59,"California","CA"
2017,5,6,20,"San Francisco",63.48,"haze",11,35,"California","CA"
2017,5,6,20,"San Diego",62.91,"mist",4,55,"California","CA"
2017,5,6,21,"Denver",84.94,"sky is clear",1,8,"Colorado","CO"
2017,5,6,21,"Miami",80.58,"few clouds",1,36,"Florida","FL"
2017,5,6,21,"Jacksonville",77.29,"haze",8,18,"Florida","FL"
2017,5,6,21,"Los Angeles",62.1,"light rain",4,77,"California","CA"
2017,5,6,21,"San Francisco",64.33,"haze",2,51,"California","CA"
2017,5,6,21,"San Diego",62.17,"mist",5,63,"California","CA"
2017,5,6,22,"Denver",82.94,"sky is clear",5,13,"Colorado","CO"
2017,5,6,22,"Miami",82.4,"few clouds",3,34,"Florida","FL"
2017,5,6,22,"Jacksonville",77.27,"haze",5,19,"Florida","FL"
2017,5,6,22,"Los Angeles",62.24,"light rain",5,59,"California","CA"
2017,5,6,22,"San Francisco",63.05,"haze",8,35,"California","CA"
2017,5,6,22,"San Diego",59.99,"haze",4,87,"California","CA"
2017,5,6,23,"Denver",81.7,"thunderstorm",4,12,"Colorado","CO"
2017,5,6,23,"Miami",81.79,"few clouds",3,34,"Florida","FL"
2017,5,6,23,"Jacksonville",76.98,"smoke",4,21,"Florida","FL"
2017,5,6,23,"Los Angeles",62.82,"light rain",2,55,"California","CA"
2017,5,6,23,"San Francisco",63.57,"haze",6,37,"California","CA"
2017,5,6,23,"San Diego",59.16,"haze",5,71,"California","CA"
2017,5,7,0,"Denver",77.77,"broken clouds",2,25,"Colorado","CO"
2017,5,7,0,"Miami",77.68,"few clouds",3,39,"Florida","FL"
2017,5,7,0,"Jacksonville",73.09,"smoke",4,23,"Florida","FL"
2017,5,7,0,"Los Angeles",61.39,"light rain",11,55,"California","CA"
2017,5,7,0,"San Francisco",64.54,"haze",9,51,"California","CA"
2017,5,7,0,"San Diego",59,"haze",5,67,"California","CA"
2017,5,7,1,"Denver",75.92,"sky is clear",8,16,"Colorado","CO"
2017,5,7,1,"Miami",77.68,"few clouds",3,39,"Florida","FL"
2017,5,7,1,"Jacksonville",72.81,"smoke",2,35,"Florida","FL"
2017,5,7,1,"Los Angeles",61.25,"light rain",4,58,"California","CA"
2017,5,7,1,"San Francisco",64.33,"haze",4,82,"California","CA"
2017,5,7,1,"San Diego",59.02,"haze",4,58,"California","CA"
2017,5,7,2,"Denver",73.98,"sky is clear",2,26,"Colorado","CO"
2017,5,7,2,"Miami",74.98,"few clouds",3,47,"Florida","FL"
2017,5,7,2,"Jacksonville",68.56,"sky is clear",2,37,"Florida","FL"
2017,5,7,2,"Los Angeles",59.45,"light rain",7,55,"California","CA"
2017,5,7,2,"San Francisco",63.18,"haze",2,76,"California","CA"
2017,5,7,2,"San Diego",58.41,"haze",6,50,"California","CA"
2017,5,7,3,"Denver",69.55,"sky is clear",3,26,"Colorado","CO"
2017,5,7,3,"Miami",73.18,"few clouds",3,49,"Florida","FL"
2017,5,7,3,"Jacksonville",67.21,"scattered clouds",3,40,"Florida","FL"
2017,5,7,3,"Los Angeles",57.42,"haze",7,58,"California","CA"
2017,5,7,3,"San Francisco",59.88,"haze",3,71,"California","CA"
2017,5,7,3,"San Diego",57.81,"haze",5,50,"California","CA"
2017,5,7,4,"Denver",68.85,"broken clouds",9,30,"Colorado","CO"
2017,5,7,4,"Miami",71.17,"sky is clear",3,56,"Florida","FL"
2017,5,7,4,"Jacksonville",65.82,"sky is clear",5,45,"Florida","FL"
2017,5,7,4,"Los Angeles",54.73,"overcast clouds",8,62,"California","CA"
2017,5,7,4,"San Francisco",56.23,"haze",7,71,"California","CA"
2017,5,7,4,"San Diego",55.85,"haze",5,62,"California","CA"
2017,5,7,5,"Denver",66.58,"sky is clear",3,28,"Colorado","CO"
2017,5,7,5,"Miami",69.03,"few clouds",3,60,"Florida","FL"
2017,5,7,5,"Jacksonville",63.84,"sky is clear",3,67,"Florida","FL"
2017,5,7,5,"Los Angeles",54.41,"overcast clouds",8,62,"California","CA"
2017,5,7,5,"San Francisco",55.85,"haze",3,93,"California","CA"
2017,5,7,5,"San Diego",55.72,"haze",3,66,"California","CA"
2017,5,7,6,"Denver",66.18,"sky is clear",4,28,"Colorado","CO"
2017,5,7,6,"Miami",68.52,"few clouds",2,60,"Florida","FL"
2017,5,7,6,"Jacksonville",62.64,"sky is clear",3,67,"Florida","FL"
2017,5,7,6,"Los Angeles",54.34,"light rain",4,71,"California","CA"
2017,5,7,6,"San Francisco",56.68,"mist",3,93,"California","CA"
